title,info
"<h2><span class=""rank"">1</span>
<a href=""../ind/3821.php"" title=""鬼滅の刃 刀鍛冶の里編の情報を見る"">鬼滅の刃 刀鍛冶の里編</a>
</h2>","<p class=""exp"">宇髄とともにあたった遊郭での任務で、上弦の陸・堕姫と妓夫太郎と死闘を繰り広げ、辛くも勝利を収めた炭治郎たち。炭治郎たちが成し遂げた「上弦の鬼の死」は、百年間変わらなかった状況に変化をもたらし...</p>"
"<h2><span class=""rank"">2</span>
<a href=""../ind/3826.php"" title=""【推しの子】の情報を見る"">【推しの子】</a>
</h2>","<p class=""exp"">「この芸能界において嘘は武器だ」

地方都市で働く産婦人科医・ゴロー。
ある日""推し""のアイドル「B小町」のアイが彼の前に現れた。
彼女はある禁断の秘密を抱えており…。
そんな二人の""最悪""...</p>"
"<h2><span class=""rank"">3</span>
<a href=""../ind/3782.php"" title=""天国大魔境の情報を見る"">天国大魔境</a>
</h2>","<p class=""exp"">未曾有の大災害を経て崩壊した日本。東京・中野で便利屋を営むキルコは、とある女性の依頼を受け、少年マルと『天国』を目指して旅をしていた。一方、壁に囲まれた緑豊かな学園で暮らす子供たち。トキオは...</p>"
"<h2><span class=""rank"">4</span>
<a href=""../ind/3796.php"" title=""スキップとローファーの情報を見る"">スキップとローファー</a>
</h2>","<p class=""exp"">入学式の朝、今日はカンペキな一日になると自信まんまんのみつみだったけれど、
電車を乗り間違え、満員電車に巻き込まれ、完全に迷子に……。
駅で深く落ちこむみつみに声をかけてくれたのは、同じ高校...</p>"
"<h2><span class=""rank"">5</span>
<a href=""../ind/3784.php"" title=""山田くんとLv999の恋をするの情報を見る"">山田くんとLv999の恋をする</a>
</h2>","<p class=""exp"">女子大生・木之下茜を襲った突然の悲劇――それは彼氏のたくまから「好きな子ができた」と別れを切り出されたこと。しかもその相手は、茜がたくまと話を合わせるためにプレイしていたネトゲ「Forest...</p>"
"<h2><span class=""rank"">6</span>
<a href=""../ind/3807.php"" title=""マッシュル-MASHLE-の情報を見る"">マッシュル-MASHLE-</a>
</h2>","<p class=""exp"">誰もが魔法を使い、その優劣が全てを決める魔法界。人里離れた森の中で、日々筋トレの鬼と化す少年・マッシュの秘密は、魔法が使えないこと。その秘密を他人に知られた時、日常は一変!!　なぜか魔法学校...</p>"
"<h2><span class=""rank"">7</span>
<a href=""../ind/3801.php"" title=""Dr.STONE NEW WORLDの情報を見る"">Dr.STONE NEW WORLD</a>
</h2>","<p class=""exp"">コールドスリープした司を救う為、人類石化の黒幕に挑む千空たち。航海に必要な神腕船長・龍水を仲間に迎え、気球でお宝探索へと乗り出した。まずは船の燃料となる石油を探しつつ、空からの情報で科学王国...</p>"
"<h2><span class=""rank"">8</span>
<a href=""../ind/3797.php"" title=""アイドルマスター シンデレラガールズ U149の情報を見る"">アイドルマスター シンデレラガールズ U149</a>
</h2>","<p class=""exp"">うだるような夏の日。とある大手芸能事務所では、新たに立ち上げるアイドルプロジェクトについての重役会議が行われていた。そこで決まったのは、プロジェクトのために作られた『第３芸能課』をある新人に...</p>"
"<h2><span class=""rank"">9</span>
<a href=""../ind/3786.php"" title=""僕の心のヤバイやつの情報を見る"">僕の心のヤバイやつ</a>
</h2>","<p class=""exp"">重度の中二病中学生・市川京太郎には殺したい女がいる。クラスメイトの美少女・山田杏奈だ。市川は山田の美しい死体姿を妄想し、自己嫌悪を繰り返す毎日を送っていた。ある日、市川にとっての聖域・図書室...</p>"
"<h2><span class=""rank"">10</span>
<a href=""../ind/3830.php"" title=""らくだい魔女 フウカと闇の魔女の情報を見る"">らくだい魔女 フウカと闇の魔女</a>
</h2>","<p class=""exp"">銀の城のプリンセスのフウカは、いつも失敗ばかりの“らくだい魔女”。ある日、城の地下室に隠されていた「黒水晶の腕輪」の封印を解いてしまうが、腕輪にはかつて世界を滅ぼそうとした「闇の魔女」が封じ...</p>"
"<h2><span class=""rank"">11</span>
<a href=""../ind/3828.php"" title=""王様ランキング 勇気の宝箱の情報を見る"">王様ランキング 勇気の宝箱</a>
</h2>","<p class=""exp"">耳が聞こえず、話すことができない非力な王子・ボッジと、その親友・カゲの冒険を描いたＴＶアニメ「王様ランキング」。
そして本作「王様ランキング 勇気の宝箱」では、
ボッジやカゲ、彼らの周りに集...</p>"
"<h2><span class=""rank"">12</span>
<a href=""../ind/3789.php"" title=""マイホームヒーローの情報を見る"">マイホームヒーロー</a>
</h2>","<p class=""exp"">家族を愛するしがない会社員、鳥栖哲雄。47歳。大学生の娘・零花の様子がおかしいことに気づいた哲雄は、たまたま目にした素行の悪そうな彼氏・麻取延人の口から「零花を殴った」という信じられない言葉...</p>"
"<h2><span class=""rank"">13</span>
<a href=""../ind/3783.php"" title=""地獄楽の情報を見る"">地獄楽</a>
</h2>","<p class=""exp"">処刑執行人『御様御用』の山田浅ェ門佐切は、刑場で一人の死罪人と出会う。超人的な肉体を持ち、大勢の人を殺めた冷血な忍『がらんの画眉丸』。画眉丸は佐切に言う、「殺してほしい」と――。</p>"
"<h2><span class=""rank"">14</span>
<a href=""../ind/3813.php"" title=""江戸前エルフの情報を見る"">江戸前エルフ</a>
</h2>","<p class=""exp"">月島で江戸時代から400年以上続く「高耳神社」を舞台に、異世界から召喚されご神体として祀られてきたエルフと、その巫女としての役割を引き継いだ女子高生による日常コメディが描かれる</p>"
"<h2><span class=""rank"">15</span>
<a href=""../ind/3800.php"" title=""魔法使いの嫁 SEASON2の情報を見る"">魔法使いの嫁 SEASON2</a>
</h2>","<p class=""exp"">すべてではない。けれど、エリアスを、
自分を受け入れることができたチセ。
カルタフィルスがひとときの眠りにつき、
日常を取り戻した彼女の元に
届いたのは、魔術師たちの
相互扶助組織『学院』へ...</p>"
"<h2><span class=""rank"">16</span>
<a href=""../ind/3816.php"" title=""おとなりに銀河の情報を見る"">おとなりに銀河</a>
</h2>","<p class=""exp"">高卒で漫画家としてデビューするが、その後父親を亡くし、残された幼い妹弟をひとりで養うため、日々仕事に精を出す久我一郎。
そんな彼の元に現れたのは、敏腕＆美貌の神アシスタントの五色しおり。

...</p>"
"<h2><span class=""rank"">17</span>
<a href=""../ind/3806.php"" title=""カワイスギクライシスの情報を見る"">カワイスギクライシス</a>
</h2>","<p class=""exp"">発展した文明を持ち、数多の星々を支配下に置く宇宙の帝国「アザトス」。その星間調査隊の一員であるリザ・ルーナは侵略の前段階として地球の調査に訪れる。初めは地球の文明レベルの低さに呆れるリザだっ...</p>"
"<h2><span class=""rank"">18</span>
<a href=""../ind/3799.php"" title=""この素晴らしい世界に爆焔を!の情報を見る"">この素晴らしい世界に爆焔を!</a>
</h2>","<p class=""exp"">険しい山と深い森の間にある紅魔の里。そこで暮らすのは、紅い瞳に、生まれつき高い知力と魔力を持つ紅魔族。その中に、紅い爆焔の焔に魅了された少女がいた。
魔法学園・レッドプリズンに入学した彼女の...</p>"
"<h2><span class=""rank"">19</span>
<a href=""../ind/3818.php"" title=""青のオーケストラの情報を見る"">青のオーケストラ</a>
</h2>","<p class=""exp"">演奏することを辞めた元天才ヴァイオリニスト・青野が出会った高校のオーケストラ部の世界。個性豊かな仲間たちが情熱を音楽にのせて織りなす、青春のアンサンブルドラマ。

世界的ヴァイオリニストであ...</p>"
"<h2><span class=""rank"">20</span>
<a href=""../ind/3802.php"" title=""私の百合はお仕事です!の情報を見る"">私の百合はお仕事です!</a>
</h2>","<p class=""exp"">ここは架空のお嬢様学校。店員同士が姉妹となり、清らかに美しく給仕をするサロン。
日頃より誰からも愛されるような振る舞いを心がけている陽芽は、とあるきっかけでリーベ女学園の生徒として給仕をする...</p>"
